id,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed
9169,2,Pesar,60,252,0,1,2,0,0,2,3,1,1,1,1,1,0,41401,f058aca9038b401cfaaec762e14766da,0,065906a54,1,3
9170,1,Pepsi,3,307,0,2,1,0,0,1,2,2,2,2,1,1,0,41326,14f8e6e3966c1ea5a6ed7ec765f1ee48,0,cfbbeec5a,2,4
9171,1,Manis,10,44,76,2,2,7,0,2,1,1,1,1,1,1,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,0e9c1385c,2,4
9172,2,Putih,12,249,0,1,6,7,0,2,2,3,3,3,1,1,0,41327,86f937863f7d426f56b3236c05aed6bd,0,920a44cbb,6,1
9173,2,Dot,5,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,40f0c15571b1f483735aeb643e68b355,0,ec322a0f2,1,2
9174,2,Ginger,24,266,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,1ba20eac0ff911285267e2a48e41f447,0,2826f9095,5,4
9175,1,Cute Black Boy,2,307,0,1,1,7,0,2,1,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,8da7afcd4,2,3
9176,1,KiamHu (Temporary Name),36,205,0,1,2,5,7,1,3,3,3,3,1,1,0,41401,63d0e799dd73caa63051f6a75c81d895,0,2cb770ad7,2,3
9178,1,Jack Russell Terier For Adoption!,1,128,129,3,1,2,7,1,2,2,3,3,1,3,0,41401,eaaf22c28570200164914648fdbb9e2e,0,fa1d3af33,2,1
9179,2,Kenji,6,266,0,1,4,7,0,2,2,2,1,1,1,1,100,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,6d5b6616f,8,3
9180,1,Max,2,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,62608e4617f66b66f63458730d14d3a5,0,420193f17,2,1
9181,1,,2,307,0,3,1,3,7,2,1,2,2,2,1,6,0,41326,79d1a0fc1bf930d35cb168fdad175005,0,82ab0ebbd,2,1
9182,1,Newton,1,307,307,1,2,7,0,2,2,2,2,2,1,1,0,41327,61b07b54adb97d4b5f3c2dec06a9943b,0,bf37d753e,6,3
9183,1,VV-F-01,8,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41327,ba86004409dfbe41d6d72cc92a31439b,0,0de6709ab,1,4
9184,1,Yang,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,72a156c33de789ae4b0655bea3935b3a,0,703f1a4c4,1,3
9185,2,White Bikini,2,265,266,2,1,7,0,2,2,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,c0e61e2f0,6,2
9186,1,A-Boy (6 Weeks Old Cute Puppy!),1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,caec5f11bed790c4ba4f4f7b32a38378,0,a8518bd6b,3,1
9187,1,Mimo,2,307,0,2,1,7,0,2,2,1,1,1,1,1,150,41401,9238e4f44c71a75282e62f7136c6b240,0,6c5a7a1ef,13,4
9188,2,Meshmesh,1,266,0,2,4,0,0,1,1,2,2,2,1,1,0,41401,c554ffb91dcf246afb31fed759fff9c5,1,3bb0c9458,6,1
9189,1,"No Name Yet, It's Up To The Owner",2,307,0,2,1,2,0,2,1,2,2,2,2,1,0,41336,8235bdddce9c87f57d59cd71e281cc7f,0,05fadeacd,1,4
9190,1,Tiger,2,32,307,1,1,3,0,2,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,cedeef1a7,3,2
9191,1,Rainy,2,307,0,2,3,0,0,2,1,1,1,2,1,1,0,41326,8d413d99d41394f70d5c590253f80f54,0,e633a6647,1,4
9192,1,Billy,48,205,307,1,5,0,0,1,2,1,1,1,1,1,0,41401,0ced634f084635700771b0b3d0eed8bc,0,2fdc23bcb,3,1
9193,1,Chloe,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41330,f2522890ad604bf70421af61cb871a96,0,43c623f94,1,2
9194,1,,2,307,0,1,1,2,0,2,2,2,2,2,1,5,0,41401,173449cbf3bbcd5ccbd37320ef66405e,0,d6209194b,3,2
9195,2,Kakak N Adik,3,266,266,2,1,7,0,1,1,2,1,2,1,2,0,41326,55f43a91bf4b1564272b2bba7de74273,0,7f670fb1d,5,2
9196,2,Tan & Tin,3,266,0,1,6,0,0,1,1,2,2,2,1,2,0,41336,3efa10684ab66aecdb5e468cf025c4db,0,e6a856527,4,2
9197,1,Mojo,12,173,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0cdcb3e1b60d367c0bea3520f22f82e6,0,4edc9ecc5,5,1
9198,2,2 Month Old Cute Kitty,2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,28f8fcf644fd0dbd7f160576547fe041,0,81d6d070c,4,1
9199,2,,1,266,299,2,3,6,0,2,1,2,2,2,2,2,0,41326,b9579ef185c102ead45bda8bfcdeee45,0,8f47129b2,6,3
9200,1,Bingo,0,179,0,1,5,0,0,2,2,3,3,3,1,1,0,41401,4fbd4d03fc02ef1be7dae54a125ab47d,0,087804d85,5,1
9201,2,Unknown,24,285,0,2,3,0,0,1,2,3,3,1,1,1,0,41326,93135c99bd79564288a9554aef595282,0,902e7f8aa,1,1
9202,1,,96,207,0,1,1,5,6,1,2,3,3,3,1,1,0,41401,f4d07514e4efa1233908cab099829910,0,bb928145e,3,3
9203,2,Joey,24,250,0,1,1,0,0,2,1,2,2,3,1,1,0,41326,bf7b0e753efa690b373850c0237a0ab6,0,1c4d99f6e,1,2
9204,1,January,18,179,0,1,2,0,0,2,2,1,1,3,1,1,0,41326,5c72e70b2a194b86e1171e71e892643c,0,27bbc8c4f,4,3
9205,2,Ricky,3,266,0,1,1,7,0,2,2,1,1,1,1,1,0,41401,f811de159444c96f3eb9a5a60c4f4d80,0,8364bf2eb,3,4
9206,2,,1,266,0,2,1,2,7,1,1,2,1,2,2,6,0,41326,50778a0650fb72116d644c1c548c2854,1,ea3c51eb3,2,2
9207,2,Sandy,7,266,295,2,4,0,0,2,1,1,1,1,1,1,0,41401,0f88833cac0568b2ffe27b3db771ae00,0,74d7a26bc,9,3
9208,2,Mao Muw Mew,1,264,265,3,1,5,7,1,2,2,2,2,1,3,0,41326,d97b3ef5fd1419b312dcb441a5f2715e,0,bd0bfa1f6,5,1
9209,1,Brunoâºï¸ð¶,9,307,307,1,1,0,0,2,2,1,1,2,1,1,5,41401,1bd10ac20b5729c4d4578275f558a16a,0,99c110585,5,4
9210,1,Klang Puppies!,2,307,307,3,1,2,0,2,1,2,2,2,1,5,0,41326,5afb8760ec2f87dfac960747bd6ceed1,0,cabb4127e,4,2
9211,1,Blue,48,60,0,2,3,6,7,1,1,1,1,1,1,1,50,41327,4a9cb6e373c823566969e4a7cadd7708,0,a2665a33f,5,1
9212,1,Zone A3 P2,2,307,0,1,2,6,7,1,1,1,1,2,1,1,0,41326,37237ca3633d20c004ec76c0c2ddb4b7,0,de8b7400d,4,4
9213,1,Male Puppy,1,307,141,1,5,0,0,2,1,1,1,2,1,1,0,41325,6eb1c50e6dc2cc7792bf856a19d54b48,0,8e3e0ffde,1,2
9214,1,"Olaf, Lyn And Little White",3,307,307,3,1,2,3,2,1,2,1,2,1,3,0,41401,14192bd9a5649dd44db50e7547dfa6b2,0,e7a8fea6b,3,4
9215,1,B22,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,5b7007847,5,1
9216,1,Baby,1,307,0,1,1,5,7,2,2,2,1,2,1,1,0,41326,0477e713352d530285ae3003f0186623,0,8bdffc917,3,1
9217,1,Teddy,36,205,0,1,2,5,0,2,2,3,1,2,2,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,63e2cb92e,1,2
9218,2,Prosperity Kitty (PK),2,265,264,2,1,2,7,2,2,1,1,2,1,1,10,41401,e046c5fbbbca0cea42b391a56c1be33e,0,e4eb08c79,3,4
9219,1,Coco,60,60,0,2,2,7,0,1,2,1,1,2,1,1,100,41326,c99ee6a840269d38444b5608b918022f,0,a5f027ab8,2,1
9220,2,Nana,6,266,0,1,6,7,0,1,1,1,1,2,1,1,0,41401,b73f6e48b6edbdae49caf767ff0bb2b5,0,fafa7ddb0,5,4
9221,1,Chuck,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,6e9e0ce30,2,4
9222,2,,4,266,0,3,3,6,0,2,1,2,1,2,1,10,0,41327,40ed0be27a49eb2a87eca6fa177a7453,0,1b6c5e07e,5,4
9223,1,Junie,1,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,fd39fef15,9,3
9224,1,Billy,3,307,307,1,1,2,0,2,1,2,1,2,1,1,150,41326,9bfc888cb8a2c29a8675fc8e35004151,0,c120a6f75,3,4
9225,2,Oyen,6,273,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,bdcd88269497fca1f2a5954e34fd1319,0,023979a33,2,4
9226,2,Mummy + 3 Kittens,1,266,0,3,3,6,7,1,1,2,2,2,1,4,0,41326,9c836b50ff2776527868c2a98c7a237f,0,8396c07c5,3,1
9227,2,VICO,2,265,0,2,2,0,0,3,2,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,ece36dc30,2,1
9228,1,Chico,4,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,b1bf4764e1ee0071969e768a8ff60c9e,0,22abde55b,2,4
9229,2,Kitten RA12,1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,6f77b4edf,3,1
9230,2,No Name,8,265,0,2,6,0,0,2,2,1,1,1,1,1,0,41401,6a15e7474c7ae409461606fe0fc44678,0,4e974f807,5,3
9231,1,QQ,1,307,218,2,2,7,0,2,3,2,2,2,2,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,6e31c7d5c,2,2
9232,2,SNICKERS!!  (dumped At Megamall!!),24,264,0,1,1,7,0,2,3,1,1,1,1,1,0,41326,0dfe04f967ae8d9e8f0e1513f4a90c5c,0,88dc80de7,5,4
9233,2,MIB ( Miss In BLACK ),2,266,0,2,1,2,3,1,2,2,1,2,2,1,0,41326,85d0a135f792f2fd56f2ca40663b66b9,0,cf5c8352d,4,2
9234,2,Atam N Uncit,14,265,0,1,1,4,7,2,2,1,1,2,1,2,0,41326,ca780cca6ad489f76a49110c5c93f615,0,9c80a9ed6,7,4
9235,1,6 Puppies,1,307,0,3,1,2,0,2,1,2,1,2,1,6,0,41401,1a18f7a5c19b0fb7538738d4337da958,0,a6adb9a9f,3,2
9236,1,Danya,2,307,307,2,1,7,0,2,1,2,2,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,7efce4735,1,1
9237,2,Neilly,4,265,265,2,7,0,0,2,1,1,1,2,1,1,100,41401,e6c111149d38913cdfa800e652070459,0,63c049a9e,8,4
9238,2,Small Paw,1,266,0,1,2,6,7,2,1,2,2,2,1,1,0,41326,dc0dcc419197c5d8afa7d07388ea7a0d,0,e51470c34,2,3
9239,2,3 Beradik,2,265,0,3,1,2,6,2,2,2,2,2,1,3,0,41326,802ccf266c17e61f2a86d89a91b407b3,0,1169ea6c5,4,3
9240,2,Harley,48,266,0,1,6,7,0,2,1,1,1,1,1,1,0,41326,099e678dc34d14f3087a32d8469beb0e,0,70943f766,1,2
9241,2,Ming & Kitties (semi-long) !,12,285,0,3,1,7,0,2,2,1,1,2,1,3,0,41401,2b8d3b6262aca19fa4270eedaf009f06,1,7d2e6ed97,9,1
9242,1,Mika,9,307,0,2,5,0,0,2,1,1,1,1,1,1,0,41330,60689896aa0edff3a4f05b890bdafd26,0,4dbcd1d36,4,2
9243,2,Lilly,4,265,0,2,2,3,4,2,2,2,2,2,1,1,0,41326,a9be6fdab7e229164f6a0d57d0e16b4f,0,38cd559f6,1,3
9244,2,KITTENS - URGENT ADOPTION,1,266,0,3,1,2,7,1,1,2,2,2,1,4,0,41326,1eea485b01d14c668f33afa7c919646e,0,0cf7fae9d,1,0
9245,1,,1,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,89c6f93e7aa2c394634306ac9efe4072,0,7125e101b,1,3
9246,1,Xyla,3,307,307,2,2,7,0,2,1,1,1,2,1,1,0,41327,4f730224c4425d230360cd399ff6cf13,0,bded2690b,4,3
9247,1,YY,6,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,9ac5a9faf,2,4
9248,1,Samuel,7,307,0,1,1,2,7,2,2,1,1,2,1,1,0,41336,6b95e9857d1373e422912448be807f0f,0,83502a253,1,4
9249,1,Puppy Jingles,3,218,128,2,5,6,7,2,2,2,1,2,1,1,150,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,5d3c9feba,8,1
9250,1,,8,307,0,2,2,7,0,2,1,2,2,2,2,1,0,41324,c510db349504ffe68823c6603c84f838,0,97dd55a08,1,4
9251,1,Female 4,1,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,d53eef65b597c43396de4e532e27a34b,0,8e3c58de2,1,3
9252,1,3 Cute Puppies,1,307,0,2,2,4,7,2,1,2,1,2,1,3,0,41326,c7b8290120799422772ee8ec043e0b97,0,65c2785b3,6,2
9253,1,Baby,2,179,218,2,2,7,0,2,2,2,2,2,1,1,0,41326,f4e96cda301914d3a050bc1a938bf94c,0,52dae90aa,4,2
9254,1,Fifi,4,213,307,2,1,3,0,2,2,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,01b167b92,1,3
9255,1,Rottie Gals,2,307,0,2,1,2,5,2,1,1,1,2,1,3,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,8d6b89eff,7,3
9256,2,Millie,6,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,d353746a5,4,3
9257,1,Beeny,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,402799b02,5,3
9258,1,Save ME Or I'll Die #49,1,307,0,3,1,5,7,2,1,3,3,3,2,4,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,abfad94f2,1,4
9259,2,-,1,266,0,2,1,7,0,1,1,2,2,1,1,1,0,41326,024dd61e0babefd2617fc0989c3b90c3,0,271712276,6,1
9260,2,Sherio,3,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41401,5fa084df1a63951f05e2014cd7a8e71f,0,400bc90ee,2,3
9261,1,Phoebe,8,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,c57a0afef,3,4
9262,2,Orangey,4,266,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,120efb573cb38b2681903e8c961724e5,0,ef8782012,5,1
9263,1,Guana,6,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,3e0d7b850e104f5c7b9a09049f09af84,0,de97498e6,13,3
9264,1,Batman,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,722916425271866fa52e25113a00d490,0,70edbb1e3,6,1
9265,2,Truffles,12,299,247,1,1,2,6,2,1,1,1,1,1,1,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,d3c880313,6,2
9266,2,Need New Home,1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41401,511504737d742a4958a9cb1c271f23a3,0,c9cc0915c,4,3
9267,1,Dong Dong,168,69,0,1,3,0,0,2,3,3,3,3,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,e5ffc0a9d,5,3
9268,2,,3,266,0,2,1,2,7,1,1,2,1,2,1,1,0,41401,ccab255657ce17ccbde14b74e89353de,0,7ca5ee472,2,1
9269,2,Very Young Kittens For Adoption,1,266,265,3,3,5,7,2,1,3,1,2,1,6,0,41326,5aca30a29e8290093fee2a334d65d835,0,0d4e81870,1,1
9270,2,Shimmer,4,266,0,2,2,0,0,2,1,2,1,2,1,1,0,41325,445ec440cf783180ab2e73c26ffe50f1,0,18095a42f,1,3
9271,2,Rendang,14,299,0,2,1,2,6,2,1,2,2,2,1,2,0,41330,d57f7ab9ebf8402b686f86ab4bb0d0cb,0,dde3750a1,3,4
9272,1,Hachi,53,179,0,1,2,5,0,1,2,1,1,3,1,1,0,41330,59e194570e5c2d86d29e4d3956ebf013,0,3086dc257,2,2
9273,1,,2,307,187,1,1,7,0,2,2,2,2,2,1,1,0,41401,88da1210e021a5cf43480b074778f3bc,0,b5fd8a091,3,2
9274,1,Yellow Ranger,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,5788b8639ed178795510a8cbe72ccc28,0,546cf9e37,4,1
9275,1,Jack Puppy,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,8bc5380ca,3,2
9276,1,Sita,26,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,5f71893f99d2ec7dd9cf4992dd4b605a,0,f27a94272,2,4
9277,2,Juju,10,266,299,2,1,6,7,2,1,2,1,2,1,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,33c73d9ad,1,4
9278,2,No Name,2,265,292,3,1,2,7,2,2,2,1,2,1,5,0,41401,6cba0d252dc111b987e0e0a0a6d2ac34,0,5c496f946,6,2
9279,1,Lucy,48,20,20,2,1,2,7,2,1,1,1,1,1,1,0,41326,852d24e6372668682f863f61d499d4cf,0,0819ac2f6,2,1
9280,1,Blackie,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41326,9dc3a506c1c2c70545c139b0d6491bd1,0,d48e16ef4,3,4
9281,2,Rescued Kitten Very Playful And Friendly,1,299,0,1,1,5,6,1,1,2,2,2,1,1,0,41326,3d705260a5eb049510ce87c718f30f92,0,c573a0ce7,6,3
9282,1,Tofu,3,307,0,2,5,7,0,2,1,1,1,1,1,1,300,41326,2864803699884df90ac135583b02ec70,0,49f12d27b,3,4
9283,1,Abandoned Poor Doggie Needs A Home,12,213,307,2,7,0,0,1,3,3,3,3,1,1,0,41401,fd5457d594938e4ece766cae6eaea6a5,0,2374a1c12,5,1
9284,2,Ninie,24,266,0,2,1,4,7,3,1,2,2,2,1,1,0,41401,2181fc2a61447996c1e5cee02738b5c3,0,2cca2f141,1,4
9285,2,Olsen White The Cheras,4,266,0,1,3,7,0,2,1,2,1,2,1,1,30,41326,74dabecce4ddb0c4d08892255974496b,0,5e1c62c0a,3,3
9286,2,Gentle Sweet Cat   (spayed + Healthy),12,266,299,2,6,7,0,1,1,1,1,1,1,1,0,41326,efa9a4be1e2e903503540f01db1766f3,0,ed194417f,2,2
9287,2,,1,265,0,2,1,2,0,2,2,2,2,2,1,2,20,41326,ca8c05d83296813b33d32ac383ed4671,0,50339ca55,1,1
9288,2,CARROT,3,264,0,2,4,7,0,3,3,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,8709b75c2,1,1
9289,1,Mollie & Millie,29,307,307,2,1,0,0,2,2,1,1,1,1,2,50,41326,b920d5d8447fd9860ab6659ff131ce25,0,640dbb3b6,5,4
9290,1,Molly,30,39,141,2,1,7,0,2,1,1,1,1,1,1,0,41326,0afc2a215661da368db831d7016098a5,0,deb0ad8cd,3,4
9291,1,Ace The Handsome Boy,19,307,0,1,3,7,0,3,1,1,1,2,1,1,0,41326,685b502eea3f3ec1be7685484b7f030e,0,78631549e,5,3
9292,1,Mickey,36,207,60,1,2,0,0,1,3,1,1,2,1,1,0,41326,378cb7597b408634c3f18307e75b8ecd,0,8b03c494a,5,0
9293,1,Sock,3,307,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,e2fa9e8c3a7c8e1d210c3d9154a0a26b,0,e493537b3,3,1
9294,1,Nico,20,147,218,2,7,0,0,1,2,1,1,1,1,1,400,41326,757bd05b647b5448c5703b39a2f0d9ff,0,63562f208,2,1
9295,1,âª QITMIR âª,6,307,70,2,3,0,0,3,3,1,1,1,1,1,350,41336,d73b10f170720b7edc3c12fc93b1fc63,0,1c8ab73ca,8,2
9296,2,Daisy,18,266,0,2,1,2,6,1,1,1,1,1,1,1,0,41326,345ad3b23281413de58610dce5e0aed1,0,ff43926c3,5,2
9297,1,Molly,18,307,0,2,2,0,0,2,1,1,1,1,1,1,50,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,23e36bfd9,2,3
9298,2,Ben,17,265,0,2,6,0,0,2,2,3,3,1,1,1,0,41326,f75270f36b847702aa273fa973ef9a5c,0,3ca799ab8,2,2
9299,1,Cookie,11,205,205,2,1,5,7,1,1,3,3,3,1,1,0,41401,a8f5eae5af76decf3fa7ba4d908c1f7e,0,189eaf5c4,2,3
9300,1,Lucky,18,119,307,1,2,5,7,2,1,1,1,2,1,1,0,41327,e4b6abe44f55de9144633ea5f7e6e7e4,0,0b110b315,4,4
9301,2,Pepper,4,265,0,2,1,7,0,1,2,3,3,2,1,1,50,41326,45a37134dca131caaecd98957eb3d123,0,03a3fb084,3,4
9303,1,Bobo,2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,961a1049325d6e782f4ac7e7914c1a8a,0,267841852,1,4
9304,2,Ming,3,266,0,1,1,2,7,2,1,2,1,2,1,1,0,41336,0d70f40c928599ddeab5857b1ed4db67,0,b5158ef9e,3,2
9305,1,Vodka,2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,d0b50cd24d16638857b58e5bef4fd18e,0,4ae292968,3,1
9306,1,Sunway 17 Puppies,2,307,0,3,1,2,7,2,2,2,1,2,1,11,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,10124968c,29,4
9307,1,Southern Park Kids,2,307,307,3,1,2,7,2,2,2,2,2,1,3,50,41326,08b2735e5d9535cc93fc30d0891172f4,0,dc3066d92,9,4
9308,2,Kittens,3,266,0,3,1,4,6,1,1,1,1,2,1,3,0,41326,804a3c13bf39ea06191d8e6bf2d3939f,0,c0645d6c9,3,2
9309,1,Lightning,2,307,39,2,1,4,7,2,1,2,1,2,1,1,0,41401,864cf39774b379d9bc93878c60445000,0,88db34068,3,1
9310,1,4 Cute Mix Breed Puppies,2,307,0,3,1,2,0,2,2,2,1,2,1,4,0,41335,bef4353032d1c4fb2bd27990faa5d7b7,0,e7e23bfbf,3,1
9311,2,Kitty Aka Angelina,7,292,266,2,2,7,0,2,1,2,1,2,1,1,0,41326,58daf3e7ad33d15f8d5a24c209c290f4,0,bddd63050,6,2
9312,2,ROMEO,4,266,0,1,1,6,7,2,2,2,2,2,1,3,0,41326,b9791a7441971df762b21e48dae5be13,0,6b4a3074d,2,2
9313,2,Russian Black,2,289,266,1,1,7,0,1,1,2,2,2,1,2,50,41401,c3b1af6a2d962359064040fe0040a12b,0,f342f337e,6,3
9314,1,Pepper,32,307,0,2,2,7,0,2,2,3,1,3,1,1,0,41330,889fc5b6d1f8c422a5e4976e8d880db2,0,ea678fb08,2,4
9315,1,Hershey,3,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,ba16e7f4b,5,3
9316,1,Holly,1,307,0,2,2,5,7,2,2,1,2,2,1,1,0,41327,7f74401ff1a7ca18737bc527ccf23a45,0,b4060a70e,5,4
9317,2,Snowball,3,266,0,1,7,0,0,2,1,3,1,2,1,1,0,41326,eaad8f97dc1db8c0fb22110c79e3738a,0,06cd6c623,3,2
9318,2,Baby,1,265,0,2,1,3,7,1,2,2,2,2,1,1,0,41401,939ba1412871b4a34524a63fdd3b77e6,0,3fd545213,6,2
9319,1,,2,141,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,88da1210e021a5cf43480b074778f3bc,0,5fc55b842,1,1
9320,2,Moo,3,306,266,2,1,7,0,1,1,1,1,2,1,1,0,41326,45693d627ba33f56f4d228094fd4ae75,0,dde4e26d1,4,3
9321,2,Mulan (Thanx Haziq),1,266,0,1,1,7,0,2,1,3,3,3,1,1,0,41326,23e54862081be8893f32f88cfb2f4bad,0,310f053bd,4,0
9322,2,Powder (For Adoption Again),2,292,0,1,2,5,0,2,2,2,1,2,1,1,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,871ea8021,11,3
9323,1,Fishsticks,3,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,b8b18e052c0dca0c9c9134b0390d7216,0,e4c9325d9,4,4
9324,2,Kaya,24,266,299,2,1,4,0,2,1,2,1,1,1,1,0,41326,d1e1453dada02f864f4b1ac125813848,0,d02861aca,5,4
9325,1,Guido,12,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41401,9238e4f44c71a75282e62f7136c6b240,0,1fba191e3,6,4
9326,2,Lily,12,285,0,2,2,5,0,2,2,1,1,2,1,1,400,41326,f024915aaa68ae61921379471396465b,0,cbd8840cd,5,4
9327,2,Georgeous And Fabulous,11,292,299,2,7,0,0,1,1,2,1,1,1,2,0,41326,49703fba484be3f727f0c3223a49b9ed,0,086e528f0,3,4
9328,1,Ditto With Lots Of â¥,12,213,0,1,5,0,0,2,2,1,1,1,1,1,0,41326,337914b09c2fa5460e195197e994ef98,0,e2b705117,2,2
9329,1,ES-Puppy-01,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,79b439763,1,2
9330,1,Silky,4,307,307,2,2,0,0,3,1,1,1,2,1,1,0,41326,f00c605503e1ac125c8fff290d3a2c7a,0,8a6f301fa,1,4
9331,1,,6,307,307,1,2,3,0,1,1,3,3,3,1,1,0,41401,3bf655b71e140adac4eca9882163cefd,0,dfb7301a8,2,2
9332,2,Vanilla,48,266,243,1,7,0,0,1,1,1,1,1,1,1,50,41326,42a16b7eb4986142c6a2fc501f1724af,0,2ca3bc8f5,27,3
9333,2,,3,266,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,1adae96179e3838fe124428dc7b5ed62,0,b0be76af8,3,1
9334,1,C4C,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,f160ae385,3,3
9335,2,1 Month Old Cute Kitten,1,266,0,1,1,6,0,2,1,2,2,2,1,1,0,41326,28f8fcf644fd0dbd7f160576547fe041,0,c0604b559,2,1
9336,2,Elsa And Her Kids,17,266,0,3,1,2,7,2,1,2,1,1,1,4,200,41326,863b139d639801b855de9a3cdef97f97,0,c3deb0697,5,4
9337,1,99,15,307,0,1,5,7,0,2,1,1,1,1,1,1,0,41326,0702ec6132be96d597c9e4ed37356449,0,a05674125,4,3
9338,2,,2,265,0,1,1,0,0,2,2,3,3,3,1,1,0,41324,6f5e897bd9e3a2634f4e77e6f4a4cacd,0,97b0b5d92,2,4
9339,1,Hardy,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,d9175b948,3,3
9340,1,Lolo,3,307,0,2,1,2,0,1,1,1,1,2,1,1,0,41401,7e8f6dedd6abd887a6932c6877a5c001,0,1faffda03,6,4
9341,1,Cinnamon & Pepper,9,307,0,2,1,2,0,2,2,1,1,2,1,2,0,41330,583c3f4646373188b58dc42ca653eec5,0,5606b4630,2,4
9342,2,Compassion,5,266,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,62d584fd10cc94cb5f9491daf375f50e,0,9e557af46,1,3
9343,2,Nemo And Smokey,3,251,285,2,1,2,7,2,2,1,1,1,1,1,200,41401,ae5dc806488ce67798398ef068000d07,0,73a17e201,2,1
9344,1,Sniffles,1,206,189,1,1,2,0,1,1,2,2,2,1,1,0,41326,966edbab6abf83106b0b9fdde1922975,0,ec9da833d,1,1
